"Time","Road_Identification","Interval_Number","Point_Latitude","Point_Longitude","Point_Altitude","Speed"
"12:29:43 2019-November-29","Original Data","0376","40.10653347","-88.26989618","231.11300278","19.75",
"12:29:48 2019-November-29","Original Data","0376","40.10650543","-88.26943911","231.73910141","19.75",
"12:29:56 2019-November-29","Original Data","0376","40.1066221","-88.26924947","232.96310043","19.75",
"12:30:01 2019-November-29","Original Data","0377","40.10688705","-88.26924781","232.96700668","17.67",
"12:30:06 2019-November-29","Original Data","0377","40.10717459","-88.26924515","232.20046616","17.67",
"12:30:13 2019-November-29","Original Data","0377","40.1073214","-88.269103","231.76607895","17.67",
"12:30:18 2019-November-29","Original Data","0378","40.10731011","-88.26864706","233.542202","30.73",
"12:30:23 2019-November-29","Original Data","0378","40.10729901","-88.26819092","234.48617172","30.73",
"12:30:28 2019-November-29","Original Data","0379","40.10728675","-88.26754339","233.74154282","17.21",
"12:30:33 2019-November-29","Original Data","0379","40.10728463","-88.26730576","235.05111313","17.21",
"12:30:41 2019-November-29","Original Data","0380","40.10751111","-88.26720826","235.59078598","26.73",
"12:30:46 2019-November-29","Original Data","0380","40.10788907","-88.26721488","238.71395493","26.73",
"12:30:51 2019-November-29","Original Data","0381","40.10826593","-88.26721691","239.06057358","15.83",
"12:30:56 2019-November-29","Original Data","0381","40.1087073","-88.26721691","238.62197495","15.83",
"12:31:07 2019-November-29","Original Data","0381","40.1089084","-88.26721691","239.49398422","15.83",
"12:31:13 2019-November-29","Original Data","0382","40.10894288","-88.26757914","239.8795433","34.89",
"12:31:18 2019-November-29","Original Data","0382","40.10893665","-88.26817416","238.76119614","34.89",
"12:31:23 2019-November-29","Original Data","0383","40.10892933","-88.26895044","237.92647934","46.58",
"12:31:28 2019-November-29","Original Data","0384","40.1089324","-88.26970878","237.15877914","45.84",
"12:31:33 2019-November-29","Original Data","0384","40.10893608","-88.27045816","234.33114243","45.84",
"12:31:38 2019-November-29","Original Data","0385","40.10894003","-88.27117038","231.94832993","29.54",
"12:31:43 2019-November-29","Original Data","0385","40.10875939","-88.27126541","232.69356918","29.54",
"12:31:48 2019-November-29","Original Data","0385","40.10834514","-88.27128202","231.46706772","29.54",
"12:31:53 2019-November-29","Original Data","0386","40.10782572","-88.27134885","229.35659409","35.17",
"12:31:58 2019-November-29","Original Data","0386","40.10739501","-88.27137534","228.9161644","35.17",
"12:32:03 2019-November-29","Original Data","0387","40.10694943","-88.27136841","229.35317612","35.52",
"12:32:08 2019-November-29","Original Data","0387","40.10650505","-88.2713594","229.55685043","35.52",
"12:32:13 2019-November-29","Original Data","0388","40.10610143","-88.27135713","228.78945541","23.86",
"12:32:18 2019-November-29","Original Data","0388","40.10590989","-88.27152353","229.62008286","23.86",
"12:32:23 2019-November-29","Original Data","0388","40.1059038","-88.27196398","228.66415024","23.86",
"12:32:28 2019-November-29","Original Data","0388","40.1058983","-88.27236207","229.50863266","23.86",
"12:32:33 2019-November-29","Original Data","0389","40.10589166","-88.27284223","228.58358383","27.4",
"12:32:38 2019-November-29","Original Data","0389","40.10589706","-88.27327247","226.86196518","27.4",
"12:32:43 2019-November-29","Original Data","0390","40.10593351","-88.27372152","225.7097435","13.71",
"12:32:50 2019-November-29","Original Data","0391","40.10607928","-88.27389905","226.39608383","17.31",
"12:32:55 2019-November-29","Original Data","0391","40.10629766","-88.27384154","227.49752426","17.31",
"12:33:00 2019-November-29","Original Data","0391","40.1065967","-88.27375848","227.85653305","17.31",
"12:33:06 2019-November-29","Original Data","0392","40.106695","-88.27354976","227.40926743","22.47",
"12:33:11 2019-November-29","Original Data","0392","40.10671863","-88.2731241","228.27761459","22.47",
"12:33:16 2019-November-29","Original Data","0392","40.10672374","-88.27270267","229.28402328","22.47",
"12:33:22 2019-November-29","Original Data","0392","40.10674566","-88.2724558","228.35805893","22.47",
"12:33:27 2019-November-29","Original Data","0393","40.10700284","-88.27244779","228.87374496","21.5",
"12:33:32 2019-November-29","Original Data","0393","40.10727653","-88.27245746","228.76632309","21.5",
"12:33:37 2019-November-29","Original Data","0393","40.10750854","-88.27247156","229.46609116","21.5",
"12:33:42 2019-November-29","Original Data","0394","40.10798607","-88.27252752","230.68502426","23.86",
"12:33:47 2019-November-29","Original Data","0394","40.10826802","-88.27262825","232.57784653","23.86",
"12:33:52 2019-November-29","Original Data","0394","40.10847038","-88.27271212","233.03676987","23.86",
"12:33:57 2019-November-29","Original Data","0395","40.10876216","-88.27273792","232.32162094","10.01",
"12:34:10 2019-November-29","Original Data","0395","40.10895103","-88.27273624","233.36166","10.01",
"12:34:15 2019-November-29","Original Data","0396","40.10894923","-88.27232537","232.54092026","31.92",
"12:34:20 2019-November-29","Original Data","0396","40.1089457","-88.27187784","233.55477524","31.92",
"12:34:25 2019-November-29","Original Data","0397","40.1089393","-88.27103816","234.87569809","42.5",
"12:34:30 2019-November-29","Original Data","0397","40.1089361","-88.27046305","235.73824692","42.5",
"12:34:35 2019-November-29","Original Data","0398","40.10893221","-88.2696623","236.15359116","37.54",
"12:34:40 2019-November-29","Original Data","0398","40.10892977","-88.26908768","237.11733627","37.54",
"12:34:45 2019-November-29","Original Data","0399","40.10893267","-88.26855392","237.11617661","33.73",
"12:34:50 2019-November-29","Original Data","0399","40.10893848","-88.26799906","237.41006088","33.73",
"12:34:55 2019-November-29","Original Data","0400","40.10894383","-88.26748858","238.95113754","15.64",
"12:35:04 2019-November-29","Original Data","0401","40.10884893","-88.26721691","239.89492416","26.62",
"12:35:09 2019-November-29","Original Data","0401","40.10857584","-88.26721691","240.25027084","26.62",
"12:35:14 2019-November-29","Original Data","0401","40.10818174","-88.26721691","241.20818298","26.62",
"12:35:19 2019-November-29","Original Data","0402","40.10779812","-88.26721424","238.05562973","21.54",
"12:35:24 2019-November-29","Original Data","0402","40.10741145","-88.26728778","237.41097641","21.54",
"12:35:31 2019-November-29","Original Data","0403","40.10721201","-88.26728334","236.55636215","30.63",
"12:35:36 2019-November-29","Original Data","0403","40.10690133","-88.26724059","236.58401108","30.63",
"12:35:41 2019-November-29","Original Data","0404","40.10635946","-88.26718742","236.76046371","23.44",
"12:35:46 2019-November-29","Original Data","0404","40.10587861","-88.26718285","235.66659164","23.44",
"12:35:51 2019-November-29","Original Data","0404","40.10558039","-88.26718122","235.5390892","23.44",
"12:35:59 2019-November-29","Original Data","0405","40.10548242","-88.2669761","235.1305809","31.64",
"12:36:04 2019-November-29","Original Data","0405","40.10547825","-88.26654812","235.61092758","31.64",
"12:36:09 2019-November-29","Original Data","0406","40.10547208","-88.2659145","236.87044907","21.09",
"12:36:14 2019-November-29","Original Data","0406","40.10546639","-88.26532951","236.84139633","21.09",
"12:36:19 2019-November-29","Original Data","0406","40.10546312","-88.26499444","238.27035141","21.09",
"12:36:26 2019-November-29","Original Data","0407","40.10565124","-88.26486555","241.20980453","25.46",
"12:36:31 2019-November-29","Original Data","0407","40.10593949","-88.26486945","241.70492172","25.46",
"12:36:36 2019-November-29","Original Data","0407","40.10635263","-88.26487504","243.97011948","25.46",
"12:36:41 2019-November-29","Original Data","0408","40.10673581","-88.264879","243.61800766","29.21",
"12:36:46 2019-November-29","Original Data","0408","40.10706363","-88.26488239","244.72347641","29.21",
"12:36:51 2019-November-29","Original Data","0408","40.10742403","-88.26488633","243.82180405","29.21",
"12:36:56 2019-November-29","Original Data","0409","40.10775323","-88.2648899","242.74032211","32.88",
"12:37:01 2019-November-29","Original Data","0409","40.10827686","-88.26489134","243.24837875","32.88",
"12:37:06 2019-November-29","Original Data","0410","40.10869826","-88.26489204","241.92165756","13.99",
"12:37:16 2019-November-29","Original Data","0410","40.10888309","-88.26489235","243.51864243","13.99",
"12:37:23 2019-November-29","Original Data","0411","40.10893692","-88.26459249","241.89089584","32.71",
"12:37:28 2019-November-29","Original Data","0411","40.1089533","-88.26402521","241.8314476","32.71",
"12:37:33 2019-November-29","Original Data","0412","40.10895142","-88.26345331","239.93618393","26.45",
"12:37:38 2019-November-29","Original Data","0412","40.10898431","-88.26285259","239.20901108","26.45",
"12:37:43 2019-November-29","Original Data","0412","40.10898741","-88.26255306","238.59084702","26.45",
"12:37:48 2019-November-29","Original Data","0413","40.10870665","-88.26252158","238.08395004","19.8",
"12:37:53 2019-November-29","Original Data","0413","40.10838109","-88.262519","237.88521957","19.8",
"12:37:58 2019-November-29","Original Data","0413","40.10818846","-88.26251747","237.83053207","19.8",
"12:38:03 2019-November-29","Original Data","0414","40.10814505","-88.26274603","237.26406479","15.12",
"12:38:08 2019-November-29","Original Data","0414","40.10814815","-88.26301651","236.85433578","15.12",
"12:38:13 2019-November-29","Original Data","0415","40.10796379","-88.26305141","237.35342026","26.57",
"12:38:18 2019-November-29","Original Data","0415","40.10763877","-88.26304754","237.03402328","26.57",
"12:38:23 2019-November-29","Original Data","0415","40.10729954","-88.2630435","238.47237778","26.57",
"12:38:28 2019-November-29","Original Data","0416","40.10690293","-88.26303829","239.68069077","21.53",
"12:38:33 2019-November-29","Original Data","0416","40.10654492","-88.26303353","239.90438461","21.53",
"12:38:39 2019-November-29","Original Data","0416","40.10634109","-88.26303082","242.16158676","21.53",
"12:38:44 2019-November-29","Original Data","0417","40.10633641","-88.26265369","241.5199852","19.13",
"12:38:50 2019-November-29","Original Data","0417","40.10618149","-88.26249323","241.92129135","19.13",
"12:38:55 2019-November-29","Original Data","0418","40.10590508","-88.26249612","242.35653305","19.08",
"12:39:00 2019-November-29","Original Data","0418","40.10553627","-88.26249999","243.19753647","19.08",
"12:39:08 2019-November-29","Original Data","0419","40.1054369","-88.26223731","242.70797348","33.29",
"12:39:13 2019-November-29","Original Data","0419","40.10543273","-88.26177413","242.31313705","33.29",
"12:39:18 2019-November-29","Original Data","0420","40.10542687","-88.26112291","242.77718735","27.33",
"12:39:23 2019-November-29","Original Data","0420","40.1054211","-88.26048173","242.22481918","27.33",
"12:39:28 2019-November-29","Original Data","0420","40.10541804","-88.26014058","242.64107895","27.33",
"12:39:33 2019-November-29","Original Data","0421","40.10575694","-88.2601099","242.9229393","23.3",
"12:39:38 2019-November-29","Original Data","0421","40.10606271","-88.26011265","241.7732811","23.3",
"12:39:43 2019-November-29","Original Data","0421","40.10631173","-88.26011489","240.88116674","23.3",
"12:39:48 2019-November-29","Original Data","0422","40.1067291","-88.26011921","239.9277004","18.76",
"12:39:53 2019-November-29","Original Data","0422","40.10709869","-88.26012303","237.58413151","18.76",
"12:40:04 2019-November-29","Original Data","0423","40.10722078","-88.26030696","236.97338785","23.05",
"12:40:09 2019-November-29","Original Data","0423","40.10722412","-88.26068284","235.50063705","23.05",
"12:40:14 2019-November-29","Original Data","0423","40.1072271","-88.26101817","235.60018539","23.05",
"12:40:19 2019-November-29","Original Data","0423","40.10723048","-88.26139931","238.21255641","23.05",
"12:40:24 2019-November-29","Original Data","0424","40.10723387","-88.26178073","236.80691147","16.26",
"12:40:32 2019-November-29","Original Data","0425","40.1070818","-88.26197118","237.31429672","18.77",
"12:40:37 2019-November-29","Original Data","0425","40.10679504","-88.26196863","238.12221909","18.77",
"12:40:42 2019-November-29","Original Data","0425","40.10646135","-88.26196566","239.99874496","18.77",
"12:40:50 2019-November-29","Original Data","0426","40.10632872","-88.26175959","238.76259995","25.37",
"12:40:55 2019-November-29","Original Data","0426","40.1063243","-88.26131706","238.72408676","25.37",
"12:41:00 2019-November-29","Original Data","0426","40.10632004","-88.26089038","238.6640892","25.37",
"12:41:05 2019-November-29","Original Data","0427","40.10631518","-88.2604041","237.94906235","15.85",
"12:41:10 2019-November-29","Original Data","0427","40.10631272","-88.26015754","238.82723618","15.85",
"12:41:18 2019-November-29","Original Data","0428","40.10630959","-88.2598549","238.41561508","27.46",
"12:41:23 2019-November-29","Original Data","0428","40.10630601","-88.25951","237.50790024","27.46",
"12:41:28 2019-November-29","Original Data","0428","40.10630074","-88.25900346","237.24581528","27.46",
"12:41:33 2019-November-29","Original Data","0429","40.10629505","-88.25835539","235.77621078","13.07",
"12:41:38 2019-November-29","Original Data","0429","40.10629149","-88.25794055","236.37551498","13.07",
"12:41:55 2019-November-29","Original Data","0429","40.10641333","-88.25773693","237.77816391","13.07",
"12:42:00 2019-November-29","Original Data","0430","40.10685377","-88.2577424","238.2031517","36.42",
"12:42:05 2019-November-29","Original Data","0431","40.10747671","-88.25774953","236.33034897","18.73",
"12:42:10 2019-November-29","Original Data","0431","40.10794684","-88.25775509","234.72451401","18.73",
"12:42:22 2019-November-29","Original Data","0431","40.10815901","-88.25775751","234.72359848","18.73",
"12:42:27 2019-November-29","Original Data","0432","40.10810657","-88.25810065","232.94747543","25.33",
"12:42:32 2019-November-29","Original Data","0432","40.10810979","-88.25845342","233.0010643","25.33",
"12:42:37 2019-November-29","Original Data","0433","40.10811454","-88.2589739","231.71499252","24.92",
"12:42:42 2019-November-29","Original Data","0433","40.10811813","-88.25936753","229.49679184","24.92",
"12:42:47 2019-November-29","Original Data","0433","40.10812657","-88.25979431","232.72268295","24.92",
"12:42:52 2019-November-29","Original Data","0434","40.10813422","-88.26023392","231.28689194","31.81",
"12:42:57 2019-November-29","Original Data","0434","40.10812775","-88.2607338","231.00503159","31.81",
"12:43:02 2019-November-29","Original Data","0434","40.10812686","-88.26126722","232.79128647","31.81",
"12:43:07 2019-November-29","Original Data","0435","40.10813107","-88.26179251","232.65365219","31.07",
"12:43:12 2019-November-29","Original Data","0435","40.10813864","-88.2622915","233.58834457","31.07",
"12:43:17 2019-November-29","Original Data","0436","40.10814575","-88.26280706","234.6451683","32.81",
"12:43:22 2019-November-29","Original Data","0436","40.10815113","-88.26332887","234.54738998","32.81",
"12:43:27 2019-November-29","Original Data","0437","40.10815623","-88.26387948","235.1350975","22.3",
"12:43:32 2019-November-29","Original Data","0437","40.10815884","-88.26416016","237.39229965","22.3",
"12:43:37 2019-November-29","Original Data","0437","40.10816355","-88.26483231","239.55965805","22.3",
"12:43:45 2019-November-29","Original Data","0438","40.10816527","-88.26507567","239.3258934","24.49",
"12:43:50 2019-November-29","Original Data","0438","40.10816801","-88.26546478","240.11196518","24.49",
"12:43:55 2019-November-29","Original Data","0438","40.10817139","-88.26594272","240.82790756","24.49",
"12:44:00 2019-November-29","Original Data","0439","40.10817446","-88.26637893","240.51229477","17.79",
"12:44:05 2019-November-29","Original Data","0439","40.10823791","-88.26682569","238.91756821","17.79",
"12:44:10 2019-November-29","Original Data","0439","40.10817965","-88.26711328","238.53921127","17.79",
"12:44:20 2019-November-29","Original Data","0440","40.10801475","-88.26721575","238.35555649","27.13",
"12:44:25 2019-November-29","Original Data","0440","40.10761902","-88.26721052","238.1908226","27.13",
"12:44:30 2019-November-29","Original Data","0440","40.10733639","-88.2672046","237.02492905","27.13",
"12:44:35 2019-November-29","Original Data","0441","40.10686981","-88.26718795","238.78341293","25.44",
"12:44:40 2019-November-29","Original Data","0441","40.10643632","-88.26718886","238.12807846","25.44",
"12:44:48 2019-November-29","Original Data","0442","40.10635791","-88.26693885","236.45736313","23.46",
"12:44:53 2019-November-29","Original Data","0442","40.10635728","-88.26665427","237.65615463","23.46",
"12:44:58 2019-November-29","Original Data","0442","40.10635614","-88.26613959","239.50155258","23.46",
"12:45:03 2019-November-29","Original Data","0443","40.10635512","-88.26568194","241.15926743","19.89",
"12:45:08 2019-November-29","Original Data","0443","40.10635401","-88.26518194","241.00063705","19.89",
"12:45:13 2019-November-29","Original Data","0443","40.10635341","-88.26491178","241.69198227","19.89",
"12:45:19 2019-November-29","Original Data","0444","40.10635275","-88.2646739","241.01498032","27.67",
"12:45:24 2019-November-29","Original Data","0444","40.10635145","-88.26421873","242.25057602","27.67",
"12:45:29 2019-November-29","Original Data","0444","40.10634793","-88.26379283","241.40334702","27.67",
"12:45:34 2019-November-29","Original Data","0445","40.10634167","-88.26318531","241.94234848","31.27",
"12:45:39 2019-November-29","Original Data","0445","40.10633663","-88.26267673","241.69747543","31.27",
"12:45:44 2019-November-29","Original Data","0446","40.10633214","-88.2621414","241.99410629","31.16",
"12:45:49 2019-November-29","Original Data","0446","40.10632749","-88.26163721","241.06710434","31.16",
"12:45:54 2019-November-29","Original Data","0446","40.10632356","-88.26124326","240.19900131","31.16",
"12:45:59 2019-November-29","Original Data","0447","40.10631879","-88.26076552","240.27907944","18.13",
"12:46:04 2019-November-29","Original Data","0447","40.10631344","-88.26022923","239.47268295","18.13",
"12:46:14 2019-November-29","Original Data","0448","40.10631069","-88.2599604","239.23629379","25.05",
"12:46:19 2019-November-29","Original Data","0448","40.10630721","-88.25962577","239.33785629","25.05",
"12:46:24 2019-November-29","Original Data","0448","40.10630268","-88.25918963","237.97030258","25.05",
"12:46:29 2019-November-29","Original Data","0449","40.10629737","-88.25862609","236.9630394","17.41",
"12:46:34 2019-November-29","Original Data","0449","40.10629391","-88.25822253","237.45608139","17.41",
"12:46:39 2019-November-29","Original Data","0449","40.10629101","-88.25788559","236.21010971","17.41",
"12:46:49 2019-November-29","Original Data","0450","40.10610897","-88.2577333","235.99752426","28.45",
"12:46:54 2019-November-29","Original Data","0450","40.10577064","-88.25772923","236.99935532","28.45",
