"Time","Road_Identification","Road_Pavement_Type","Road_Lane_Being_Measured","Road_Number","Road_Name","Road_National_Region","Road_Regional_Region","Road_Local_Region","Road_Start_Point_Name","Road_End_Point_Name","Road_Start_Point_Chainage","Road_End_Point_Chainage","Road_Network_Type","Road_Class","Road_Management_Entity","Road_Number_Of_Lanes","Road_Carriageway_Width","Road_Shoulder_Width","Road_Surface_Type","Road_Terrain_Type","Road_Traffic_Level","Road_Traffic_Direction","Road_Observed_Pavement_Condition","Road_Observed_Drainage_Condition","Road_Posted_Speed_Limit","Road_Pavement_Age","Road_Landslide_Vulnerability","Road_Rockfall_Vulnerability","Road_Erosion_Vulnerability","Road_Mudflow_Vulnerability","Road_Flash_Flood_Vulnerability","Road_Flood_Area_Vulnerability","Road_Snow_Fall_Vulnerability","Road_Fog_Vulnerability","Road_Ice_on_Carriageway_Vulnerability","Road_Boulders_on_Carriageway_Vulnerability","Road_Wildfire_Area_Vulnerability","Road_Comments","Interval_Number","Interval_Start_Latitude","Interval_Start_Longitude","Interval_Start_Altitude","Interval_End_Latitude","Interval_End_Longitude","Interval_End_Altitude","Interval_Length","Suspension_Type","Is_Fixed","Speed","St_Dev_Vert_Accel","Roughness","Condition_Category"
"12:18:56 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0326","40.09982763","-88.26923699","221.73049545","40.09904","-88.26913317","222.47738266","87.91","CAR HARD SUSPENSION","true","25.06","0.06","","NOT MEASURED",
"12:19:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0327","40.09904","-88.26913317","222.47738266","40.09905","-88.27036516","221.83755112","105.05","CAR HARD SUSPENSION","true","30.76","0.06","3.18","GOOD",
"12:19:26 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0328","40.09905","-88.27036516","221.83755112","40.09841627","-88.27123245","222.06637192","102.08","CAR HARD SUSPENSION","true","27.78","0.07","","NOT MEASURED",
"12:19:34 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0329","40.09841627","-88.27123245","222.06637192","40.09829275","-88.27144009","221.75063705","22.4","CAR HARD SUSPENSION","true","9.2","0.04","","NOT MEASURED",
"12:19:46 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0330","40.09829275","-88.27144009","221.75063705","40.09838791","-88.27235785","221.77669907","78.97","CAR HARD SUSPENSION","true","26.21","0.04","","NOT MEASURED",
"12:19:59 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0331","40.09838791","-88.27235785","221.77669907","40.09933782","-88.27237102","222.5580101","105.48","CAR HARD SUSPENSION","true","26.81","0.07","3.63","GOOD",
"12:20:10 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0332","40.09933782","-88.27237102","222.5580101","40.10024692","-88.27238413","223.29159164","100.95","CAR HARD SUSPENSION","true","29.65","0.09","4.32","FAIR",
"12:20:24 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0333","40.10024692","-88.27238413","223.29159164","40.10119739","-88.27239152","221.43685532","105.54","CAR HARD SUSPENSION","true","30.2","0.08","4.12","FAIR",
"12:20:37 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0334","40.10119739","-88.27239152","221.43685532","40.10211735","-88.27241508","221.68807602","102.17","CAR HARD SUSPENSION","true","29.28","0.07","3.56","GOOD",
"12:20:46 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0335","40.10211735","-88.27241508","221.68807602","40.10234915","-88.27242372","221.97506332","25.75","CAR HARD SUSPENSION","true","11.35","0.04","","NOT MEASURED",
"12:20:57 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0336","40.10234915","-88.27242372","221.97506332","40.10236887","-88.27373179","223.26485825","111.56","CAR HARD SUSPENSION","true","34.84","0.06","2.97","GOOD",
"12:21:06 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0337","40.10236887","-88.27373179","223.26485825","40.1023599","-88.27497211","222.04818344","105.76","CAR HARD SUSPENSION","true","42.08","0.07","2.95","GOOD",
"12:21:17 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0338","40.1023599","-88.27497211","222.04818344","40.10235294","-88.27617431","219.53384018","102.51","CAR HARD SUSPENSION","true","34.3","0.06","2.86","GOOD",
"12:21:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0339","40.10235294","-88.27617431","219.53384018","40.10235091","-88.27649392","218.96938705","27.25","CAR HARD SUSPENSION","true","8.26","0.05","","NOT MEASURED",
"12:21:42 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0340","40.10235091","-88.27649392","218.96938705","40.10141022","-88.2765898","219.90804672","104.77","CAR HARD SUSPENSION","true","33.15","0.05","2.41","GOOD",
"12:22:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0341","40.10141022","-88.2765898","219.90804672","40.10105136","-88.27646448","221.91360092","41.26","CAR HARD SUSPENSION","true","6.08","0.04","","NOT MEASURED",
"12:22:23 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0342","40.10105136","-88.27646448","221.91360092","40.10119378","-88.27530599","219.67611313","100.04","CAR HARD SUSPENSION","true","24.56","0.06","","NOT MEASURED",
"12:22:35 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0343","40.10119378","-88.27530599","219.67611313","40.10123693","-88.27512311","221.32662582","16.31","CAR HARD SUSPENSION","true","4.56","0.03","","NOT MEASURED",
"12:22:48 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0344","40.10123693","-88.27512311","221.32662582","40.10150099","-88.2739845","221.89229965","101.42","CAR HARD SUSPENSION","true","27.33","0.08","3.97","GOOD",
"12:23:02 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0345","40.10150099","-88.2739845","221.89229965","40.10154799","-88.27273045","224.55764389","107.06","CAR HARD SUSPENSION","true","27.86","0.06","3.05","GOOD",
"12:23:12 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0346","40.10154799","-88.27273045","224.55764389","40.10161662","-88.27240369","224.40316391","28.89","CAR HARD SUSPENSION","true","12.84","0.05","","NOT MEASURED",
"12:23:28 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0347","40.10161662","-88.27240369","224.40316391","40.10234263","-88.2724202","223.70577621","80.63","CAR HARD SUSPENSION","true","17.61","0.06","","NOT MEASURED",
"12:23:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0348","40.10234263","-88.2724202","223.70577621","40.10326123","-88.27243444","225.66854477","102.01","CAR HARD SUSPENSION","true","24.38","0.08","","NOT MEASURED",
"12:23:47 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0349","40.10326123","-88.27243444","225.66854477","40.10325863","-88.27254382","225.68130112","9.33","CAR HARD SUSPENSION","true","12.04","0.04","","NOT MEASURED",
"12:24:02 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0350","40.10325863","-88.27254382","225.68130112","40.10324157","-88.27374809","224.61227036","102.7","CAR HARD SUSPENSION","true","24.54","0.06","3.28","GOOD",
"12:24:21 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0351","40.10324157","-88.27374809","224.61227036","40.10395253","-88.2744066","224.08230209","96.88","CAR HARD SUSPENSION","true","21.4","0.06","","NOT MEASURED",
"12:24:38 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0352","40.10395253","-88.2744066","224.08230209","40.10414678","-88.27320234","224.69454575","104.93","CAR HARD SUSPENSION","true","24.61","0.06","3.17","GOOD",
"12:24:53 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0353","40.10414678","-88.27320234","224.69454575","40.10430786","-88.27245026","225.63094711","66.58","CAR HARD SUSPENSION","true","18.52","0.06","","NOT MEASURED",
"12:25:09 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0354","40.10430786","-88.27245026","225.63094711","40.10506955","-88.27252521","226.08779526","84.82","CAR HARD SUSPENSION","true","21.52","0.08","","NOT MEASURED",
"12:25:21 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0355","40.10506955","-88.27252521","226.08779526","40.10508108","-88.27372084","223.20949936","101.96","CAR HARD SUSPENSION","true","28.51","0.08","3.89","GOOD",
"12:25:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0356","40.10508108","-88.27372084","223.20949936","40.10509118","-88.27497222","223.40865707","106.71","CAR HARD SUSPENSION","true","38.83","0.1","4.52","FAIR",
"12:25:50 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0357","40.10509118","-88.27497222","223.40865707","40.10422659","-88.27540434","224.12853865","102.83","CAR HARD SUSPENSION","true","24.98","0.08","4.06","FAIR",
"12:26:05 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0358","40.10422659","-88.27540434","224.12853865","40.10372282","-88.27539598","222.42300034","55.94","CAR HARD SUSPENSION","true","14.99","0.05","","NOT MEASURED",
"12:26:18 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0359","40.10372282","-88.27539598","222.42300034","40.10277368","-88.27537784","224.33651352","105.4","CAR HARD SUSPENSION","true","25.75","0.07","3.76","GOOD",
"12:26:32 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0360","40.10277368","-88.27537784","224.33651352","40.10236442","-88.27516157","222.93117905","49.04","CAR HARD SUSPENSION","true","15.24","0.06","","NOT MEASURED",
"12:26:42 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0361","40.10236442","-88.27516157","222.93117905","40.10236751","-88.27398559","223.09365463","100.27","CAR HARD SUSPENSION","true","35.49","0.06","2.85","GOOD",
"12:26:51 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0362","40.10236751","-88.27398559","223.09365463","40.10237568","-88.27277448","223.94906235","103.27","CAR HARD SUSPENSION","true","39.76","0.06","2.66","GOOD",
"12:27:02 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0363","40.10237568","-88.27277448","223.94906235","40.10238719","-88.27151451","226.36709213","107.44","CAR HARD SUSPENSION","true","35.76","0.06","2.78","GOOD",
"12:27:12 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0364","40.10238719","-88.27151451","226.36709213","40.10250944","-88.27128718","225.33730698","23.66","CAR HARD SUSPENSION","true","12.28","0.04","","NOT MEASURED",
"12:27:29 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0365","40.10250944","-88.27128718","225.33730698","40.10354153","-88.27082922","225.32748032","121.07","CAR HARD SUSPENSION","true","26.29","0.07","3.49","GOOD",
"12:27:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0366","40.10354153","-88.27082922","225.32748032","40.10400438","-88.26972523","226.38106918","107.25","CAR HARD SUSPENSION","true","26.88","0.08","4.36","FAIR",
"12:27:59 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0367","40.10400438","-88.26972523","226.38106918","40.10487034","-88.26918242","227.09847641","106.72","CAR HARD SUSPENSION","true","27.29","0.09","4.63","FAIR",
"12:28:14 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0368","40.10487034","-88.26918242","227.09847641","40.10567404","-88.26924065","229.25973129","89.38","CAR HARD SUSPENSION","true","22.98","0.06","","NOT MEASURED",
"12:28:28 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0369","40.10567404","-88.26924065","229.25973129","40.10565065","-88.27024981","226.39248276","86.09","CAR HARD SUSPENSION","true","21.45","0.06","","NOT MEASURED",
"12:28:44 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0370","40.10565065","-88.27024981","226.39248276","40.10470429","-88.2703936","228.27383041","105.8","CAR HARD SUSPENSION","true","22.78","0.06","3.5","GOOD",
"12:28:58 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0371","40.10470429","-88.2703936","228.27383041","40.10472052","-88.27132999","226.58431625","79.86","CAR HARD SUSPENSION","true","22.05","0.05","","NOT MEASURED",
"12:29:10 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0372","40.10472052","-88.27132999","226.58431625","40.10564317","-88.27135479","227.85006332","102.47","CAR HARD SUSPENSION","true","29.96","0.07","3.46","GOOD",
"12:29:24 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0373","40.10564317","-88.27135479","227.85006332","40.10656747","-88.27135975","230.06521225","102.64","CAR HARD SUSPENSION","true","27.61","0.06","3.33","GOOD",
"12:29:28 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0374","40.10656747","-88.27135975","230.06521225","40.10661758","-88.27117758","231.34823227","16.5","CAR HARD SUSPENSION","true","13.8","0.04","","NOT MEASURED",
"12:29:42 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0375","40.10661758","-88.27117758","231.34823227","40.1065403","-88.26999484","231.0880394","101.21","CAR HARD SUSPENSION","true","25.33","0.09","4.74","FAIR",
"12:29:56 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0376","40.1065403","-88.26999484","231.0880394","40.1066221","-88.26924947","232.96310043","64.2","CAR HARD SUSPENSION","true","19.75","0.05","","NOT MEASURED",
"12:30:13 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0377","40.1066221","-88.26924947","232.96310043","40.1073214","-88.269103","231.76607895","78.65","CAR HARD SUSPENSION","true","17.67","0.06","","NOT MEASURED",
"12:30:25 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0378","40.1073214","-88.269103","231.76607895","40.10729125","-88.26785765","233.96871567","106.24","CAR HARD SUSPENSION","true","30.73","0.1","5.06","FAIR",
"12:30:37 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0379","40.10729125","-88.26785765","233.96871567","40.10728396","-88.26722483","235.39559555","53.96","CAR HARD SUSPENSION","true","17.21","0.09","","NOT MEASURED",
"12:30:50 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0380","40.10728396","-88.26722483","235.39559555","40.10826593","-88.26721691","239.06057358","109.04","CAR HARD SUSPENSION","true","26.73","0.07","3.48","GOOD",
"12:31:09 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0381","40.10826593","-88.26721691","239.06057358","40.10894661","-88.26722384","239.5937767","75.59","CAR HARD SUSPENSION","true","15.83","0.06","","NOT MEASURED",
"12:31:19 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0382","40.10894661","-88.26722384","239.5937767","40.10893331","-88.26849251","238.41695786","108.18","CAR HARD SUSPENSION","true","34.89","0.06","3.09","GOOD",
"12:31:27 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0383","40.10893331","-88.26849251","238.41695786","40.1089324","-88.26970878","237.15877914","103.7","CAR HARD SUSPENSION","true","46.58","0.07","2.99","GOOD",
"12:31:35 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0384","40.1089324","-88.26970878","237.15877914","40.10893853","-88.27089913","233.76150131","101.49","CAR HARD SUSPENSION","true","45.84","0.08","3.19","GOOD",
"12:31:50 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0385","40.10893853","-88.27089913","233.76150131","40.10809418","-88.27131213","230.32180405","100.15","CAR HARD SUSPENSION","true","29.54","0.07","3.64","GOOD",
"12:32:01 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0386","40.10809418","-88.27131213","230.32180405","40.10713279","-88.27137315","229.16884995","106.88","CAR HARD SUSPENSION","true","35.17","0.07","3.4","GOOD",
"12:32:12 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0387","40.10713279","-88.27137315","229.16884995","40.10616847","-88.2713575","228.79842758","107.09","CAR HARD SUSPENSION","true","35.52","0.08","3.97","GOOD",
"12:32:30 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0388","40.10616847","-88.2713575","228.79842758","40.10589587","-88.27253766","230.10232162","105.08","CAR HARD SUSPENSION","true","23.86","0.07","3.81","GOOD",
"12:32:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0389","40.10589587","-88.27253766","230.10232162","40.10593351","-88.27372152","225.7097435","101.03","CAR HARD SUSPENSION","true","27.4","0.06","3.01","GOOD",
"12:32:49 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0390","40.10593351","-88.27372152","225.7097435","40.10604246","-88.27390676","226.78860092","19.9","CAR HARD SUSPENSION","true","13.71","0.05","","NOT MEASURED",
"12:33:05 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0391","40.10604246","-88.27390676","226.78860092","40.10668229","-88.27362588","227.64156723","74.97","CAR HARD SUSPENSION","true","17.31","0.05","","NOT MEASURED",
"12:33:22 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0392","40.10668229","-88.27362588","227.64156723","40.10674566","-88.2724558","228.35805893","100.02","CAR HARD SUSPENSION","true","22.47","0.06","","NOT MEASURED",
"12:33:38 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0393","40.10674566","-88.2724558","228.35805893","40.10767056","-88.27248597","230.03567123","102.73","CAR HARD SUSPENSION","true","21.5","0.05","3.08","GOOD",
"12:33:54 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0394","40.10767056","-88.27248597","230.03567123","40.10858342","-88.27273517","232.5826683","103.57","CAR HARD SUSPENSION","true","23.86","0.06","3.25","GOOD",
"12:34:11 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0395","40.10858342","-88.27273517","232.5826683","40.10895211","-88.27265413","233.12520981","41.52","CAR HARD SUSPENSION","true","10.01","0.04","","NOT MEASURED",
"12:34:22 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0396","40.10895211","-88.27265413","233.12520981","40.10894172","-88.27142836","233.84817123","104.52","CAR HARD SUSPENSION","true","31.92","0.06","2.98","GOOD",
"12:34:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0397","40.10894172","-88.27142836","233.84817123","40.10893539","-88.27018652","235.83895493","105.88","CAR HARD SUSPENSION","true","42.5","0.07","3.09","GOOD",
"12:34:41 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0398","40.10893539","-88.27018652","235.83895493","40.10892928","-88.26897354","237.02322006","103.42","CAR HARD SUSPENSION","true","37.54","0.07","3.2","GOOD",
"12:34:52 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0399","40.10892928","-88.26897354","237.02322006","40.10894103","-88.2677558","238.71383286","103.83","CAR HARD SUSPENSION","true","33.73","0.06","3.01","GOOD",
"12:35:03 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0400","40.10894103","-88.2677558","238.71383286","40.10894077","-88.26727305","239.76424789","41.16","CAR HARD SUSPENSION","true","15.64","0.05","","NOT MEASURED",
"12:35:16 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0401","40.10894077","-88.26727305","239.76424789","40.10799427","-88.26721561","240.06069565","105.21","CAR HARD SUSPENSION","true","26.62","0.06","3.05","GOOD",
"12:35:30 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0402","40.10799427","-88.26721561","240.06069565","40.10726519","-88.26728049","236.58028793","81.15","CAR HARD SUSPENSION","true","21.54","0.07","","NOT MEASURED",
"12:35:41 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0403","40.10726519","-88.26728049","236.58028793","40.10635946","-88.26718742","236.76046371","100.89","CAR HARD SUSPENSION","true","30.63","0.09","4.34","FAIR",
"12:35:57 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0404","40.10635946","-88.26718742","236.76046371","40.10548401","-88.26713964","235.29061508","97.29","CAR HARD SUSPENSION","true","23.44","0.05","","NOT MEASURED",
"12:36:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0405","40.10548401","-88.26713964","235.29061508","40.10547208","-88.2659145","236.87044907","104.47","CAR HARD SUSPENSION","true","31.64","0.04","2.35","GOOD",
"12:36:25 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0406","40.10547208","-88.2659145","236.87044907","40.10559483","-88.26486478","241.0968895","90.54","CAR HARD SUSPENSION","true","21.09","0.05","","NOT MEASURED",
"12:36:38 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0407","40.10559483","-88.26486478","241.0968895","40.10651234","-88.26487669","243.34218979","101.89","CAR HARD SUSPENSION","true","25.46","0.09","4.44","FAIR",
"12:36:51 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0408","40.10651234","-88.26487669","243.34218979","40.10742403","-88.26488633","243.82180405","101.24","CAR HARD SUSPENSION","true","29.21","0.08","4.03","FAIR",
"12:37:02 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0409","40.10742403","-88.26488633","243.82180405","40.10835828","-88.26489147","243.13155746","103.74","CAR HARD SUSPENSION","true","32.88","0.09","4.4","FAIR",
"12:37:22 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0410","40.10835828","-88.26489147","243.13155746","40.10895423","-88.26469081","243.28384018","68.35","CAR HARD SUSPENSION","true","13.99","0.09","","NOT MEASURED",
"12:37:33 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0411","40.10895423","-88.26469081","243.28384018","40.10895142","-88.26345331","239.93618393","105.51","CAR HARD SUSPENSION","true","32.71","0.07","3.41","GOOD",
"12:37:45 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0412","40.10895142","-88.26345331","239.93618393","40.10886307","-88.26252282","238.46938705","79.94","CAR HARD SUSPENSION","true","26.45","0.07","","NOT MEASURED",
"12:38:01 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0413","40.10886307","-88.26252282","238.46938705","40.10814384","-88.26264024","236.96700668","80.49","CAR HARD SUSPENSION","true","19.8","0.07","","NOT MEASURED",
"12:38:11 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0414","40.10814384","-88.26264024","236.96700668","40.10807322","-88.26305271","237.05477524","36.03","CAR HARD SUSPENSION","true","15.12","0.06","","NOT MEASURED",
"12:38:25 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0415","40.10807322","-88.26305271","237.05477524","40.1071218","-88.2630412","238.82625961","105.65","CAR HARD SUSPENSION","true","26.57","0.07","3.55","GOOD",
"12:38:40 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0416","40.1071218","-88.2630412","238.82625961","40.1063391","-88.26293658","242.43380356","87.37","CAR HARD SUSPENSION","true","21.53","0.06","","NOT MEASURED",
"12:38:50 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0417","40.1063391","-88.26293658","242.43380356","40.10618149","-88.26249323","241.92129135","41.66","CAR HARD SUSPENSION","true","19.13","0.06","","NOT MEASURED",
"12:39:06 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0418","40.10618149","-88.26249323","241.92129135","40.10543825","-88.26238752","242.44015121","83.02","CAR HARD SUSPENSION","true","19.08","0.05","","NOT MEASURED",
"12:39:17 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0419","40.10543825","-88.26238752","242.44015121","40.10542687","-88.26112291","242.77718735","107.84","CAR HARD SUSPENSION","true","33.29","0.04","1.89","VERY GOOD",
"12:39:30 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0420","40.10542687","-88.26112291","242.77718735","40.10554617","-88.260108","243.13582993","87.55","CAR HARD SUSPENSION","true","27.33","0.05","","NOT MEASURED",
"12:39:45 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0421","40.10554617","-88.260108","243.13582993","40.10649983","-88.26011683","240.81243295","105.9","CAR HARD SUSPENSION","true","23.3","0.07","4.04","FAIR",
